      0 1.2726956e-29 
 
 
 
   792     14.150631  
 
 
 
  1792     51.345624  
 
 
 
  2792     93.334894  
 
 
 
  3792     129.37432  
 
 
 
  4792     152.89409  
 
 
 
  5792     170.18589  
 
 
 
  6792     189.19065  
 
 
 
  7792     207.06642  
 
 
 
  8792     214.58061  
 
 
 
  9792     231.27007  
 
 
 
 10792      257.1545  
 
 
 
 11792     267.39421  
 
 
 
 12792     270.87922  
 
 
 
 13792     271.73494  
 
 
 
 14792     265.60978  
 
 
 
 15792     265.64798  
 
 
 
 16792     261.84628  
 
 
 
 17792     256.60849  
 
 
 
 18792     253.57961  
 
 
 
 19792     254.95093  
 
 
 
 20792     257.13025  
 
 
 
 21792     257.71053  
 
 
 
 22792     258.67434  
 
 
 
 23792      254.8082  
 
 
 
 24792     258.57137  
 
 
 
 25792     259.62309  
 
 
 
 26792      265.4026  
 
 
 
 27792     269.25621  
 
 
 
 28792     273.14493  
 
 
 
 29792      278.2035  
 
 
 
 30792     279.56767  
 
 
 
 31792     282.83961  
 
 
 
 32792     284.65287  
 
 
 
 33792     282.80388  
 
 
 
 34792     284.51437  
 
 
 
 35792     287.42415  
 
 
 
 36792     288.51952  
 
 
 
 37792     290.36863  
 
 
 
 38792     287.77818  
 
 
 
 39792     287.87371  
 
 
 
 40792     294.11753  
 
 
 
 41792     298.18432  
 
 
 
 42792     295.27884  
 
 
 
 43792      295.5134  
 
 
 
 44792     299.71202  
 
 
 
 45792     295.50221  
 
 
 
 46792     299.08319  
 
 
 
 47792     299.56955  
 
 
 
 48792      302.0258  
 
 
 
 49792     309.49195  
 
 
 
 50792     316.47561  
 
 
 
 51792     319.76089  
 
 
 
 52792     318.09871  
 
 
 
 53792     321.03437  
 
 
 
 54792      328.2081  
 
 
 
 55792     330.15251  
 
 
 
 56792     326.70967  
 
 
 
 57792     330.29741  
 
 
 
 58792      331.6514  
 
 
 
 59792     335.75879  
 
 
 
 60792     338.46542  
 
 
 
 61792     349.37094  
 
 
 
 62792     357.11907  
 
 
 
 63792     358.00087  
 
 
 
 64792     360.86155  
 
 
 
 65792     359.57882  
 
 
 
 66792     363.49297  
 
 
 
 67792     375.53513  
 
 
 
 68792     374.29071  
 
 
 
 69792     369.12489  
 
 
 
 70792     372.32993  
 
 
 
 71792     370.24326  
 
 
 
 72792     376.91643  
 
 
 
 73792     378.53061  
 
 
 
 74792      377.6507  
 
 
 
 75792      381.6164  
 
 
 
 76792     380.19482  
 
 
 
 77792     383.33981  
 
 
 
 78792     379.02339  
 
 
 
 79792     387.26919  
 
 
 
 80792     387.66304  
 
 
 
 81792     386.44505  
 
 
 
 82792     384.38883  
 
 
 
 83792     393.08292  
 
 
 
 84792     390.42859  
 
 
 
 85792     394.14518  
 
 
 
 86792      403.7159  
 
 
 
 87792     392.44803  
 
 
 
 88792     392.66244  
 
 
 
 89792     400.84626  
 
 
 
 90792     399.60307  
 
 
 
 91792     407.86809  
 
 
 
 92792     401.10738  
 
 
 
 93792      410.8712  
 
 
 
 94792     411.07908  
 
 
 
  95792     412.87077 
 
 
 
 96792      411.4901  
 
 
 
 97792     407.27977  
 
 
 
 98792      413.7309  
 
 
 
 99792     417.61596  
 
 
 
100792     419.70026  
 
 
 
101792     424.48955  
 
 
 
102792     424.40113  
 
 
 
103792     432.65974  
 
 
 
104792      435.1685  
 
 
 
105792     434.37913  
 
 
 
106792     432.34344  
 
 
 
107792     439.62008  
 
 
 
108792     439.69167  
 
 
 
109792     442.18498  
 
 
 
110792     438.21317  
 
 
 
111792     439.59956  
 
 
 
112792     446.46722  
 
 
 
113792     440.33476  
 
 
 
114792     442.96076  
 
 
 
115792     450.52414  
 
 
 
116792      442.1278  
 
 
 
117792      445.5634  
 
 
 
118792     444.73851  
 
 
 
119792     447.76568  
 
 
 
120792     451.16384  
 
 
 
121792     460.96494  
 
 
 
122792      457.4245  
 
 
 
123792     462.91487  
 
 
 
124792     456.18245  
 
 
 
125792     461.27216  
 
 
 
126792     453.97784  
 
 
 
127792     449.03756  
 
 
 
128792     457.00954  
 
 
 
129792     461.77676  
 
 
 
130792     463.66423  
 
 
 
131792     472.90372  
 
 
 
132792     471.37959  
 
 
 
133792     470.12475  
 
 
 
134792     474.78015  
 
 
 
135792     476.39474  
 
 
 
136792     480.83763  
 
 
 
137792     478.17396  
 
 
 
138792     479.85016  
 
 
 
139792     489.76959  
 
 
 
140792     484.17208  
 
 
 
141792     486.19241  
 
 
 
142792      497.6279  
 
 
 
143792     489.56702  
 
 
 
144792     494.31338  
 
 
 
145792     494.86426  
 
 
 
146792     494.80993  
 
 
 
147792      502.3167  
 
 
 
148792     510.75317  
 
 
 
149792     517.70277  
 
 
 
150792     503.35568  
 
 
 
151792     515.55113  
 
 
 
152792     514.44097  
 
 
 
153792     508.99996  
 
 
 
154792     530.64105  
 
 
 
155792     527.28268  
 
 
 
156792     527.86641  
 
 
 
157792     533.71974  
 
 
 
158792     530.70652  
 
 
 
159792     539.19644  
 
 
 
160792     540.25238  
 
 
 
161792     542.08421  
 
 
 
162792     548.28304  
 
 
 
163792     542.92083  
 
 
 
164792     545.56251  
 
 
 
165792     559.88714  
 
 
 
166792     557.10508  
 
 
 
167792     560.03552  
 
 
 
168792     563.63298  
 
 
 
169792     559.34443  
 
 
 
170792     561.40139  
 
 
 
171792     573.74244  
 
 
 
172792      571.2848  
 
 
 
173792     570.87381  
 
 
 
174792     574.43481  
 
 
 
175792     576.17168  
 
 
 
176792      573.4974  
 
 
 
177792     578.47028  
 
 
 
178792     587.39581  
 
 
 
179792      567.9735  
 
 
 
180792     567.18084  
 
 
 
181792     567.28437  
 
 
 
182792     579.37839  
 
 
 
183792     588.72001  
 
 
 
184792     573.79732  
 
 
 
185792     585.81745  
 
 
 
186792     595.85563  
 
 
 
187792     578.85047  
 
 
 
188792     582.48706  
 
 
 
189792     587.43383  
 
 
 
190792      578.4444  
 
 
 
191792     587.99111  
 
 
 
192792     596.08067  
 
 
 
193792     598.05994  
 
 
 
194792     583.58826  
 
 
 
195792     590.78549  
 
 
 
196792     595.39735  
 
 
 
197792     591.70334  
 
 
 
198792     608.43963  
 
 
 
199792     593.16808  
 
 
 
200792     606.17182  
 
 
 
201792     609.01202  
 
 
 
202792     597.45035  
 
 
 
203792     617.26938  
 
 
 
204792      609.3722  
 
 
 
205792     617.60642  
 
 
 
206792     610.60344  
 
 
 
207792     616.65792  
 
 
 
208792     617.05353  
 
 
 
209792     626.84627  
 
 
 
210792     636.20904  
 
 
 
211792     629.06219  
 
 
 
212792     638.40463  
 
 
 
213792     635.15948  
 
 
 
214792     631.13055  
 
 
 
215792     633.72809  
 
 
 
216792     628.56911  
 
 
 
217792     639.15697  
 
 
 
218792     643.04494  
 
 
 
219792     642.35947  
 
 
 
220792     641.62835  
 
 
 
221792     635.61373  
 
 
 
222792     643.28717  
 
 
 
223792      645.4972  
 
 
 
224792     641.77031  
 
 
 
225792     630.72327  
 
 
 
226792     637.04694  
 
 
 
227792     624.86959  
 
 
 
228792      636.5646  
 
 
 
229792     627.85707  
 
 
 
230792     646.80742  
 
 
 
231792     654.53794  
 
 
 
232792     660.02235  
 
 
 
233792     659.07899  
 
 
 
234792     657.75959  
 
 
 
235792     651.13401  
 
 
 
236792     663.97663  
 
 
 
237792     673.56596  
 
 
 
238792     675.44613  
 
 
 
239792     675.86618  
 
 
 
240792     683.12214  
 
 
 
241792     681.17729  
 
 
 
242792     684.24738  
 
 
 
243792     680.27463  
 
 
 
244792     692.19404  
 
 
 
245792      691.6147  
 
 
 
246792      696.2839  
 
 
 
247792      702.9268  
 
 
 
248792     694.23572  
 
 
 
249792      687.6861  
 
 
 
250792     700.99386  
 
 
 
251792     699.42376  
 
 
 
252792     717.05643  
 
 
 
253792     721.74962  
 
 
 
254792     712.32368  
 
 
 
255792      707.9877  
 
 
 
256792     696.13479  
 
 
 
257792     718.38295  
 
 
 
258792     713.47851  
 
 
 
259792     727.80004  
 
 
 
260792     717.24572  
 
 
 
261792     716.24616  
 
 
 
262792     731.82822  
 
 
 
263792     723.13447  
 
 
 
264792     728.76464  
 
 
 
265792     736.84119  
 
 
 
266792     745.24798  
 
 
 
267792      748.9247  
 
 
 
268792     745.98442  
 
 
 
269792     766.95089  
 
 
 
270792     765.17338  
 
 
 
271792     753.12159  
 
 
 
272792     772.88224  
 
 
 
273792     774.76707  
 
 
 
274792     784.65684  
 
 
 
275792     773.49997  
 
 
 
276792      779.7793  
 
 
 
277792     774.45472  
 
 
 
278792     765.27955  
 
 
 
279792     781.66636  
 
 
 
280792     787.22121  
 
 
 
281792     795.76266  
 
 
 
282792     786.57948  
 
 
 
283792     801.24482  
 
 
 
284792     788.14393  
 
 
 
285792     785.81624  
 
 
 
286792     789.90471  
 
 
 
287792     783.66301  
 
 
 
288792     803.94127  
 
 
 
289792     784.55053  
 
 
 
290792     792.92815  
 
